REPORTING_PERIOD_START,REPORTING_PERIOD_END,GROUP_TYPE,ORG_CODE1,ORG_NAME1,ORG_CODE2,ORG_NAME2,MEASURE_ID,MEASURE_NAME,MEASURE_VALUE_SUPPRESSED
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M1010,Percentage_Deterioration,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M1014,Count_ApptsStaffQualified,15
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M1015,Count_ApptsStaffInTraining,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M1016,Count_ApptsStaffNotQualifiedOrInTraining,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M1017,Count_ApptsMissingQualificationsAndTraining,125
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M1018,Count_ConsMediumVideoConsultAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M1019,Count_ConsMediumMessageBoardAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M102,Count_CoupleTherapyDepAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M1020,Count_ConsMediumChatRoomAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M103,Count_CollabCareAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M104,Count_CounselDepAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M105,Count_BPDAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M106,Count_EyeMoveDesenReproAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M107,Count_MindfulAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M108,Count_OtherHIAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M110,Count_CBTAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M111,Count_IPTAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M112,Mean_HISessions,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M113,Mean_CBTSessions,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M114,Mean_BPDSessions,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M115,Mean_CounsellingSessions,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M116,Mean_IPTSession,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M117,Mean_CouplesSessions,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M119,Mean_OtherHISessions,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M120,Mean_LiSessions,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M141,Mean_ApptsFinishedCourseTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M142,Median_ApptsFinishedCourseTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M143,Max_ApptsFinishedCourseTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M144,Min_ApptsFinishedCourseTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M153,Count_EndedBeforeTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M179,Count_NotAtCaseness,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M180,Percentage_NotAtCaseness,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M184,Count_SecondTreatment,20
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M185,Count_Improvement,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M186,Percentage_Improvement,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M187,Count_NoReliableChange,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M189,Count_Deterioration,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M191,Count_Recovery,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M192,Percentage_Recovery,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M193,Count_ReliableRecovery,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M195,Percentage_ReliableRecovery,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M196,Count_FirstADSMOrGADOnly,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M197,Count_NoADSMOrGAD,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M198,Count_PairedADSMOrGAD,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M199,Count_FirstPHQOnly,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M200,Count_NoPHQ,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M201,Count_PairedPHQ,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M202,Count_PairedPHQAndADSMOrGAD,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M203,Count_ADSMFinishedTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M204,Count_AppropriatePairedADSM,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M205,Percentage_AppropriatePairedADSM,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M212,Count_WSASWPairedScores,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M213,Mean_FirstWSASW,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M214,Median_FirstWSASW,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M215,Mean_LastWSASW,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M216,Median_LastWSASW,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M217,Count_WSASHMPairedScores,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M218,Mean_FirstWSASHM,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M219,Median_FirstWSASHM,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M220,Mean_LastWSASHM,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M221,Median_LastWSASHM,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M222,Count_WSASSLAPairedScores,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M223,Mean_FirstWSASSLA,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M224,Median_FirstWSASSLA,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M225,Mean_LastWSASSLA,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M226,Median_LastWSASSLA,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M227,Count_WSASPLAPairedScores,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M228,Mean_FirstWSASPLA,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M229,Median_FirstWSASPLA,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M230,Mean_LastWSASPLA,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M231,Median_LastWSASPLA,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M232,Count_WSASRPairedScores,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M233,Mean_FirstWSASR,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M234,Median_FirstWSASR,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M235,Mean_LastWSASR,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M236,Median_LastWSASR,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M271,Count_FirstIntegratedContact,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M272,Count_FirstIntegratedTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M273,Count_FinishedIntegratedReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M274,Count_FinishedIntegratedReferralsCoreOnly,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M275,Count_IntegratedReferralsAtCaseness,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M276,Count_IntegratedReferralsNotAtCaseness,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M277,Count_IntegratedReferralsRecovered,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M278,Percentage_IntegratedReferralsRecovered,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M283,Count_IntegratedReferralsCoreOnlyAtCaseness,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M284,Count_IntegratedReferralsCoreOnlyNotAtCaseness,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M285,Count_IntegratedReferralsCoreOnlyRecovered,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M286,Percentage_IntegratedReferralsCoreOnlyRecovered,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M287,Count_MHDropInReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M340,Count_EndedIncompleteAssessment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M341,Count_EndedBeforePatientRequested,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M342,Count_EndedNotAssessed,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M343,Count_InternetEnabledTherapySessions,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M344,Count_EndedBeforeCareProfessionalPlanned,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M345,Count_MaternityServiceReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DA6,BEACON COUNSELLING,M346,Count_CommunitySignpostingAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M001,Count_ReferralsReceived,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M002,Count_SelfReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M003,Count_GPReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M004,Count_HealthVisitorReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M005,Count_OtherPrimaryCareReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M006,Count_CarerReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M007,Count_LAReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M008,Count_EmployerReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M009,Count_JusticeSystemReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M010,Count_ChildHealthReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M011,Count_IndependentVoluntaryReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M012,Count_SecondaryCareReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M013,Count_OtherMHReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M014,Count_InternalReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M017,Count_OtherReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M018,Count_IAPTReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M019,Count_OpenReferralNoActivity60days,30
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M020,Count_OpenReferralNoActivity61to90days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M021,Count_OpenReferralNoActivity91to120days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M022,Count_OpenReferralNoActivityOver120days,5
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M023,Count_FirstAssessment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M024,Count_FirstAssessment28days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M025,Count_FirstAssessment29to56days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M026,Count_FirstAssessment57to90days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M027,Count_FirstAssessmentOver90days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M028,Count_EndedBeforeAssessment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M029,Count_WaitingForAssessment,45
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M030,Count_WaitingForAssessmentOver90days,30
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M031,Count_FirstTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M032,Count_FirstTreatment28days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M033,Count_FirstTreatment29to56days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M034,Count_FirstTreatment57to90days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M035,Count_FirstTreatmentOver90days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M036,Count_FirstTreatment6Weeks,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M037,Count_FirstTreatment18Weeks,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M038,Count_WaitingForTreatment,20
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M039,Count_WaitingForTreatment0to2weeks,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M040,Count_WaitingForTreatment0to4weeks,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M041,Count_WaitingForTreatment0to6weeks,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M042,Count_WaitingForTreatment0to12weeks,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M043,Count_WaitingForTreatment0to18weeks,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M044,Count_WaitingForTreatmentOver18weeks,15
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M045,Count_WaitingForTreatmentOver90days,15
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M046,Count_FirstToSecondTreatmentOver28days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M047,Count_FirstToSecondTreatmentOver90days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M048,Mean_WaitEnteredTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M049,Median_WaitEnteredTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M050,Mean_WaitFinishedCourseTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M051,Median_WaitFinishedCourseTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M052,Count_FirstTreatment6WeeksFinishedCourseTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M053,Percentage_FirstTreatment6WeeksFinishedCourseTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M054,Count_FirstTreatment18WeeksFinishedCourseTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M055,Percentage_FirstTreatment18WeeksFinishedCourseTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M056,Count_EndedReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M057,Count_EndedNotSuitable,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M058,Count_EndedSignposted,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M059,Count_EndedMutualAgreement,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M060,Count_EndedReferredElsewhere,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M061,Count_EndedDeclined,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M062,Count_EndedDeceasedAssessedOnly,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M063,Count_EndedUnknownAssessedOnly,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M066,Count_EndedCompleted,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M069,Count_EndedDeceasedTreated,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M070,Count_EndedUnknownTreated,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M071,Count_EndedInvalid,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M072,Count_EndedNoReasonRecorded,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M073,Count_EndedNotSeen,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M074,Count_EndedSeenNotTreated,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M075,Count_EndedTreatedOnce,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M076,Count_FinishedCourseTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M082,Count_Appointments,65
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M083,Count_ApptsCancelledPatient,5
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M084,Count_ApptsDNA,5
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M085,Count_ApptsCancelledProvider,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M086,Count_ApptsAttended,50
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M087,Count_ApptsAttendedLate,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M088,Count_ApptsLateNotSeen,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M089,Count_ApptsFinishedCourseTreatment,40
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M090,Count_GuideSelfHelpBookAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M091,Count_NonGuideSelfHelpBookAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M092,Count_GuideSelfHelpCompAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M093,Count_NonGuideSelfHelpCompAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M095,Count_StructPhysActAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M097,Count_PsychoEducPeerSuppAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M098,Count_OtherLIAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M099,Count_EmploySuppAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M100,Count_AppRelaxAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1001,Count_FacetoFaceAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1002,Count_TelephoneAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1004,Count_TalktypeAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1005,Count_EmailAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1006,Count_SMSAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1007,Count_InstantMessagingAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1008,Count_ConsMediumOtherAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1009,Count_ConsMediumUnknownAppts,50
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1010,Percentage_Deterioration,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1014,Count_ApptsStaffQualified,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1015,Count_ApptsStaffInTraining,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1016,Count_ApptsStaffNotQualifiedOrInTraining,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1017,Count_ApptsMissingQualificationsAndTraining,50
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1018,Count_ConsMediumVideoConsultAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1019,Count_ConsMediumMessageBoardAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M102,Count_CoupleTherapyDepAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M1020,Count_ConsMediumChatRoomAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M103,Count_CollabCareAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,DAX02,MIND IN MID HERTS - HATFIELD ROAD,M104,Count_CounselDepAppts,50
